주소,약국명,대표전화,경도,위도
"서울특별시 종로구 송월길 99, 1층 2156호 (홍파동, 경희궁자이 2단지)",참자연약국,02-725-9880,126.9623523,37.5708611
"서울특별시 중랑구 동일로 952, 1층 101-2호 (묵동, 로프트원 태릉입구역)",참조아약국,02-976-3323,127.0768805,37.61533312
"서울특별시 노원구 상계로3길 10, 한일빌딩 106호 (상계동)",참조은약국,02-6397-6262,127.0625497,37.65670654
"서울특별시 광진구 광나루로 366, (화양동)",참조은약국,02-467-8893,127.0703302,37.54786685
서울특별시 구로구 경인로 433-1 (고척동),참조은약국,02-2617-5546,126.8670328,37.49981107
"서울특별시 중구 을지로 158, 삼풍상가 107호 (을지로4가)",참조은약국,02-2266-9549,126.9955905,37.56592767
"서울특별시 마포구 마포대로 92, 1층 (도화동, 효성 해링턴 스퀘어)",참조은약국,02-715-8953,126.9514225,37.54269562
"서울특별시 서대문구 홍은중앙로 100-1, 1층 (홍은동)",참조은약국,02-396-3885,126.948636,37.59940082
"서울특별시 관악구 남부순환로 1814, 대연빌딩 1층 (봉천동)",참조은약국,02-872-8722,126.9515661,37.48103582
"서울특별시 은평구 증산로 297, (증산동)",참조은약국,02-306-7119,126.9092374,37.58382229
"서울특별시 종로구 종로 266, 동대문종합시장 A동 7층 705호 (종로6가)",참조은약국,02-2272-0535,127.0073287,37.57070649
서울특별시 강남구 논현로 507  (역삼동),참좋은선약국,02-3453-3501,127.0361572,37.50157849
"서울특별시 구로구 구로중앙로 134, 4층 (구로동)",참좋은약국,02-6678-8422,126.8840982,37.49998807
"서울특별시 송파구 중대로 105, 가락 ID TOWER 104호 (가락동)",참좋은약국,02-2043-7525,127.1200525,37.49358615
서울특별시 강남구 테헤란로87길 17,참좋은약국,02-508-1363,127.0583424,37.50874369
"서울특별시 도봉구 도봉로 496, 1층 102호 (창동)",참좋은약국,02-900-2055,127.0357347,37.64970572
"서울특별시 강동구 성안로 156, (길동)",참좋은온누리약국,02-478-3905,127.1354116,37.53687563
"서울특별시 은평구 역말로 40, 무궁화빌딩 (역촌동)",참진약국,02-356-6588,126.9146733,37.60563394
"서울특별시 서대문구 북아현로 52, (북아현동)",참진온누리약국,02-313-1549,126.9559168,37.5619755
"서울특별시 송파구 백제고분로 463, 웅산빌딩 201호 (방이동)",참플러스약국,02-3432-0419,127.1125518,37.51190476
"서울특별시 송파구 충민로 52, 가든파이브웍스 BF1086호 (문정동)",참한약국,02-2047-1970,127.122746,37.47771763
"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",참행복한약국,02-3401-4177,127.119513,37.4990977
서울특별시 양천구 목동중앙북로 13-1 (목동),창대온누리약국,02-2653-6788,126.8651503,37.54856484
서울특별시 양천구 목동중앙북로 13-1 (목동),창대온누리약국,050-71383-6789,126.8651503,37.54856484
"서울특별시 도봉구 덕릉로 223, (창동)",창동남대문약국,02-995-6005,127.0373307,37.63814092
"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 4층 401-9호 (창동)",창동메디컬약국,02-6077-8884,127.0499263,37.65453993
"서울특별시 도봉구 노해로 341, 305호 (창동, 창동신원리베르텔)",창동이화약국,02-906-0101,127.045913,37.65144524
"서울특별시 도봉구 노해로63길 84-3, 1층 (창동)",창동종로약국,02-992-2376,127.0469734,37.65273945
서울특별시 종로구 창신길 47 (창신동),창신종로약국,02-3672-0845,127.0104533,37.57375793
"서울특별시 서대문구 인왕시장길 12, (홍제동)",창일약국,02-379-1914,126.9425877,37.5910017
"서울특별시 강서구 금낭화로 127, 강서농협 1층 일부호 (방화동)",창현약국,02-2662-0045,126.8121967,37.57679087
서울특별시 강남구 선릉로 815  (신사동),창현약국,02-542-7658,127.0393276,37.52486582
"서울특별시 중랑구 봉화산로 39, HJ빌딩 1층 103호 (중화동)",채움약국,02-433-1912,127.0786146,37.60174281
"서울특별시 강남구 압구정로34길 11, 압구정스퀘어 107호 (신사동)",채움약국,02-515-3893,127.0309741,37.52737634
"서울특별시 중랑구 봉화산로 39, HJ빌딩 1층 103호 (중화동)",채움약국,02-433-1912,127.0786146,37.60174281
서울특별시 서초구 사평대로 205  (반포동),천사약국,02-6282-1004,127.0078453,37.50449212
서울특별시 강남구 일원로 95  (일원동),천사약국,02-459-3702,127.0835242,37.48573633
"서울특별시 동대문구 왕산로26길 13, 1층 (용두동)",천사약국,02-965-7804,127.0367015,37.57744388
"서울특별시 송파구 새말로8길 27, 봉의빌딩 1층 (문정동)",천사약국,02-403-7574,127.1269494,37.48026421
"서울특별시 강동구 구천면로 297, (천호동)",천사약국,02-482-8484,127.1339049,37.54641551
서울특별시 은평구 통일로 856 (불광동),천사온누리약국,02-359-5005,126.9215229,37.61962267
서울특별시 금천구 시흥대로 274,천세약국,02-802-4303,126.8996813,37.45813236
서울특별시 강서구 가로공원로76길 63 (화곡동),천수약국,02-2692-3552,126.8383449,37.53433001
서울특별시 금천구 가산로 111,천수온누리약국,02-864-3897,126.8929267,37.47561964
"서울특별시 영등포구 영등포로 231-1, (영등포동5가)",천우약국,02-2634-1556,126.9072731,37.51965575
"서울특별시 영등포구 시흥대로 659, 1층 (대림동)",천지당약국,02-832-5867,126.9074978,37.49084169
"서울특별시 양천구 중앙로 282, (신정동,에이스빌딩)",천지인약국,02-2603-2366,126.8525788,37.52155397
"서울특별시 강동구 올림픽로78길 60, 이스턴스퀘어상가동 지하1층 B101-11호 (천호동, 강동 밀레니얼 중흥S-클래스)",천호365약국,02-6956-7851,127.1284993,37.54097344
"서울특별시 강동구 올림픽로 654, 삼영빌딩 1층 (천호동)",천호바로약국,02-470-1585,127.1241393,37.53983933
"서울특별시 강동구 천호대로 1006, 브라운스톤천호 (성내동)",천호브라운스톤약국,02-475-3307,127.123789,37.5380514
"서울특별시 강동구 천호대로 1006, 브라운스톤천호 2층 205호 (성내동)",천호새빛약국,02-6213-3200,127.123789,37.5380514
"서울특별시 강동구 천호대로 지하997, 천호역 지하1층 547-121호 (천호동)",천호역자몽약국,02-6484-6119,127.1237424,37.53857898
서울특별시 송파구 바람드리길 62 (풍납동),천호푸른약국,02-476-2106,127.1223659,37.5367003
"서울특별시 중구 청계천로 14, 한국정보화진흥원 1층 (무교동)",청계약국,070-4151-0110,126.9788175,37.56878921
"서울특별시 광진구 아차산로 502, 진넥스 오딧세이 106,107호 (광장동)",청구약국,02-2201-6688,127.0972323,37.54135679
서울특별시 강북구 삼양로 255 (미아동),청구약국,02-989-1449,127.0180293,37.62615882
"서울특별시 은평구 통일로83길 5-6, (갈현동)",청구프라자약국,02-389-3825,126.9191234,37.62069737
"서울특별시 노원구 공릉로 213, 102동 103호 (공릉동, 동신아파트)",청년약국,070-7763-3297,127.0773923,37.62788039
"서울특별시 강남구 선릉로 834, 모던빌딩 1층 (청담동)",청담더약국,02-3444-0410,127.0404453,37.52643787
서울특별시 강남구 삼성로 772,청담메디웰약국,02-540-4324,127.0480223,37.52360238
"서울특별시 강남구 학동로 504, 1층 3호 (삼성동)",청담명약국,02-512-0556,127.0510181,37.51871507
"서울특별시 강남구 학동로 413, 청담빌딩 1층 101호 (청담동)",청담바른약국,02-545-6475,127.0451919,37.51815378
"서울특별시 강남구 선릉로 612, 한일빌딩 1층 (삼성동)",청담밝은약국,02-543-7972,127.0437442,37.51152365
"서울특별시 강남구 학동로 443, 정한빌딩 1층 103호 (청담동)",청담별빛약국,02-515-9354,127.0493769,37.51894048
서울특별시 강남구 학동로97길 20,청담본약국,02-540-1038,127.0555181,37.52114656
"서울특별시 강남구 삼성로119길 8, 강남대학교 청담 카이로스 빌딩 1층 106호 (삼성동)",청담사랑온누리약국,02-511-1500,127.0506329,37.51624288
"서울특별시 강남구 학동로 417, 102호 (청담동)",청담소망약국,02-6094-1231,127.0457197,37.51829467
서울특별시 강남구 학동로 423,청담수약국,02-548-8322,127.0466381,37.51843
"서울특별시 강남구 학동로 503, 한성빌딩 1층 106호 (청담동)",청담약국,02-540-6193,127.0507905,37.51918018
"서울특별시 강남구 도산대로 330, 서림빌딩 1층 (논현동)",청담엔약국,02-543-3303,127.0381161,37.52243874
"서울특별시 강남구 학동로101길 11, 1층 105호 (청담동)",청담엘약국,050-713-6910,127.0574208,37.52126386
"서울특별시 강남구 압구정로 461, B104호 (청담동)",청담와이약국,02-512-7262,127.0472324,37.52525477
서울특별시 강남구 선릉로130길 20,청담이화약국,02-545-2929,127.0433438,37.51566608
"서울특별시 강남구 도산대로 333, 1층 (신사동)",청담케이팜약국,070-4125-7407,127.0383812,37.52335867
"서울특별시 강남구 삼성로145길 3, 1층 104호 (청담동)",청담한약국,02-000-0000,127.0478861,37.5221957
"서울특별시 강남구 학동로53길 3-2, 1층 102호 (논현동)",청담희망약국,02-6956-2436,127.0401342,37.51734596
"서울특별시 동대문구 왕산로 178, 1층 101호 (전농동)",청량리종로약국,02-960-2361,127.0431462,37.57930379
"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 403-우측호 (전농동)",청량리중앙약국,02-3707-1588,127.051145,37.5841974
"서울특별시 은평구 가좌로 233, 연희타워 103호 (응암동)",청룡중앙약국,02-303-6550,126.9164124,37.59042384
서울특별시 노원구 월계로45가길 94,청백약국,02-906-0565,127.052327,37.63181553
"서울특별시 강북구 삼양로 623, 1층 (우이동)",청백약국,02-993-2787,127.0135238,37.65845332
"서울특별시 도봉구 노해로69길 103, 상가동 107호 (창동, 동아청솔아파트)",청솔동아약국,02-990-3378,127.0492757,37.65778635
서울특별시 성북구 한천로 743 (장위동),청솔약국,02-909-8067,127.0510588,37.6224561
"서울특별시 동대문구 전농로10길 20 (답십리동, 청솔우성아파트상가)",청솔약국,02-3394-6600,127.0601291,37.57460947
"서울특별시 양천구 목동중앙본로7길 45, 108호 (목동)",청송온누리약국,02-2651-5319,126.8663366,37.53913742
"서울특별시 동대문구 천호대로25길 81, 랜드마크타워1 103호 (용두동)",청수약국,02-3493-6912,127.0339546,37.57781249
"서울특별시 중구 무교로 15, 1층 (무교동, 남강건설회관빌딩)",청실약국,02-3789-6953,126.9789217,37.56728187
"서울특별시 마포구 희우정로 42-9, 101호 (합정동)",청심약국,02-325-4552,126.9069415,37.55115275
"서울특별시 성북구 보문로 99, 1층 (보문동5가, 영광빌딩)",청십자약국,02-923-2393,127.019824,37.58399292
"서울특별시 강남구 논현로 705, 1층 (논현동)",청아약국,02-511-6201,127.0299765,37.51489843
"서울특별시 강남구 선릉로72길 10-16, 1층 (대치동)",청아토한약국,02-555-2029,127.0524149,37.49926591
"서울특별시 서초구 전원말안1길 2, 101호 (방배동)",청약국,02-525-7069,126.9890346,37.46650032
서울특별시 구로구 디지털로 227 (가리봉동),청와약국,02-855-1482,126.8909077,37.48046297
"서울특별시 영등포구 시흥대로175길 2, (대림동)",청운약국,02-833-3045,126.9050619,37.48783598
"서울특별시 강남구 영동대로 722, 풍양빌딩 1층 101호 (청담동)",청원약국,02-2135-9516,127.0563976,37.52238565
"서울특별시 성동구 뚝섬로3길 13, 청재오피스텔 1층 (성수동1가)",청재약국,02-469-4387,127.0492266,37.54139593
"서울특별시 마포구 마포대로 25, 103호 (마포동, 신한디엠빌딩)",청춘약국,02-3272-3333,126.9448338,37.53937407
서울특별시 관악구 남부순환로 1644 (신림동),청춘약국,070-7715-2828,126.9333048,37.48436831
"서울특별시 도봉구 도봉로180길 46, 1층 101호 (도봉동)",청춘약국,02-954-7131,127.0477553,37.68223282
"서울특별시 은평구 통일로 724, 1층 (불광동)",청춘약국,02-355-2877,126.9303631,37.61032146
"서울특별시 동대문구 답십리로 267, 303호 (장안동)",체리약국,02-3394-9401,127.0700727,37.57270199
"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 259-1호 (신도림동)",체이스약국,02-3667-7555,126.8879864,37.50966195
"서울특별시 강서구 공항대로 164, 류마타워 104호 (마곡동)",초록문약국,02-2666-7062,126.8255148,37.55932597
"서울특별시 은평구 수색로 322, DMCSK뷰 상가 2동 B5층 107호 (수색동)",초록빛약국,02-6382-1500,126.8925504,37.58736783
"서울특별시 구로구 구일로4길 46, 204호 (구로동, 현대연예인아파트)",초록약국,02-867-2067,126.8778699,37.49326723
"서울특별시 송파구 올림픽로37길 130, 파크리오 A상가동 307호 (신천동)",초록약국,02-424-7786,127.1044214,37.52088198
"서울특별시 광진구 능동로 111, 3층 (화양동)",초록약국,02-463-8797,127.0708594,37.54106291
"서울특별시 동대문구 한천로2길 107, 형인타워 103호 (장안동)",초록약국,02-3394-8432,127.0645331,37.56246209
"서울특별시 중랑구 용마산로 426, 광진빌딩 (면목동)",초록약국,02-2208-4451,127.0971028,37.58942872
"서울특별시 노원구 한글비석로 384, 대호프라자 315호, 316호 (중계동)",초록약국,02-933-4655,127.07324,37.6598085
서울특별시 은평구 수색로 191,초록약국,02-373-4190,126.9010724,37.57825092
"서울특별시 서초구 바우뫼로7길 8, 501호 (우면동,세신종합상가)",초록약국,02-576-3647,127.0253807,37.47085458
서울특별시 도봉구 방학로 163,초록약국,02-956-8361,127.0339708,37.66218935
"서울특별시 도봉구 노해로65길 17, 중앙빌딩 1층 8호 (창동)",초롱약국,02-902-7070,127.0460958,37.65205919
서울특별시 서대문구 이화여대8길 62,초원약국,02-392-8787,126.9507324,37.55972348
서울특별시 은평구 은평로10길 4,초원약국,02-6326-4986,126.9228089,37.59997502
"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",초원온누리약국,02-3436-8743,127.0934051,37.53534922
"서울특별시 동대문구 제기로 84, 1층 (청량리동)",초원옵티마약국,02-964-3365,127.0425275,37.58655025
"서울특별시 서초구 강남대로 375, 104호 (서초동, 서초현대타워아파트)",초이스약국,02-2055-2272,127.027853,37.4963477
